伊纳西奥.卡马乔,http://soccer.stats.qq.com/player.htm?type=dejia&t1=49735,183cm,75kg,西班牙,1990-05-04,
穆罕默迪,http://soccer.stats.qq.com/player.htm?type=dejia&t1=52156,183cm,79kg,Switzerland,1991-03-16,前锋
乔舒亚.吉拉沃吉,http://soccer.stats.qq.com/player.htm?type=dejia&t1=59017,188cm,77kg,法国,1990-09-19,
保罗-乔治.恩泰普,http://soccer.stats.qq.com/player.htm?type=dejia&t1=90126,180cm,75kg,法国,1992-07-29,
费利克斯·克劳斯,http://soccer.stats.qq.com/player.htm?type=dejia&t1=91026,179cm,79kg,德国,1992-09-13,
尤努斯·马尔勒,http://soccer.stats.qq.com/player.htm?type=dejia&t1=101047,179cm,72kg,德国,1992-02-24,中场
马克西米利安·阿诺尔德,http://soccer.stats.qq.com/player.htm?type=dejia&t1=109219,184cm,74kg,德国,1994-05-27,
雷纳托.斯蒂芬,http://soccer.stats.qq.com/player.htm?type=dejia&t1=119788,170cm,65kg,瑞士,1991-11-03,中场
巴佐尔,http://soccer.stats.qq.com/player.htm?type=dejia&t1=165936,184cm,74kg,荷兰,1996-10-12,
阿萨维,http://soccer.stats.qq.com/player.htm?type=dejia&t1=179512,177cm,72kg,,1998-01-06,
布莱卡罗,http://soccer.stats.qq.com/player.htm?type=dejia&t1=218368,175cm,70kg,,1998-06-23,
丹尼尔.金切克,http://soccer.stats.qq.com/player.htm?type=dejia&t1=78900,190cm,85kg,德国,1991-04-13,
杰弗里·布鲁马,http://soccer.stats.qq.com/player.htm?type=dejia&t1=77453,190cm,88kg,荷兰,1991-11-13,
鲁西隆,http://soccer.stats.qq.com/player.htm?type=dejia&t1=93289,175cm,80kg,法国,1993-01-06,
罗宾-克诺赫,http://soccer.stats.qq.com/player.htm?type=dejia&t1=96202,190cm,77kg,德国,1992-05-22,
布鲁克斯,http://soccer.stats.qq.com/player.htm?type=dejia&t1=100941,193cm,78kg,德国,1993-01-28,后卫
凯文-姆巴布,http://soccer.stats.qq.com/player.htm?type=dejia&t1=120721,184cm,80kg,瑞士,1995-04-19,
亚尼克·格哈特,http://soccer.stats.qq.com/player.htm?type=dejia&t1=164512,184cm,81kg,德国,1994-03-13,
马塞尔·蒂塞兰德,http://soccer.stats.qq.com/player.htm?type=dejia&t1=168435,190cm,80kg,法国,1993-01-10,
库恩·卡斯特尔斯,http://soccer.stats.qq.com/player.htm?type=dejia&t1=66763,197cm,78kg,比利时,1992-06-25,门将
克里斯蒂安.亨特纳,http://soccer.stats.qq.com/player.htm?type=dejia&t1=19769,189cm,81kg,德国,1985-08-14,
费利什.克鲁斯,http://soccer.stats.qq.com/player.htm?type=dejia&t1=57300,184cm,78kg,德国,1991-03-12,
曼努埃尔.施密德巴赫,http://soccer.stats.qq.com/player.htm?type=dejia&t1=61301,171cm,70kg,德国,1988-12-05,
戈雅,http://soccer.stats.qq.com/player.htm?type=dejia&t1=93099,177cm,72kg,德国,1992-01-18,
塞巴斯蒂安·波尔特,http://soccer.stats.qq.com/player.htm?type=dejia&t1=66379,190cm,88kg,德国,1991-04-01,
安东尼·乌贾,http://soccer.stats.qq.com/player.htm?type=dejia&t1=82287,183cm,81kg,尼日利亚,1990-10-14,前锋
内文.苏博蒂奇,http://soccer.stats.qq.com/player.htm?type=dejia&t1=41452,193cm,85kg,塞尔维亚,1988-12-10,
肯·赖歇尔,http://soccer.stats.qq.com/player.htm?type=dejia&t1=42675,185cm,84kg,德国,1986-12-19,
马文·弗里德里希,http://soccer.stats.qq.com/player.htm?type=dejia&t1=182157,193cm,80kg,德国,1995-12-13,
拉普,http://soccer.stats.qq.com/player.htm?type=dejia&t1=183306,185cm,75kg,德国,1996-12-13,
雅科布·布斯克,http://soccer.stats.qq.com/player.htm?type=dejia&t1=107557,185cm,78kg,丹麦,1993-09-12,
丹尼-拉塔泽,http://soccer.stats.qq.com/player.htm?type=dejia&t1=51930,179cm,76kg,德国,1989-12-07,
亚历山德鲁·马克西姆,http://soccer.stats.qq.com/player.htm?type=dejia&t1=106336,178cm,73kg,Romania,1990-07-08,中场
赫塞-罗德里格斯,http://soccer.stats.qq.com/player.htm?type=dejia&t1=119402,180cm,72kg,西班牙,1994-12-16,
简-菲利普·戈巴明,http://soccer.stats.qq.com/player.htm?type=dejia&t1=160987,186cm,83kg,科特迪瓦,1995-09-25,
莱温·梅特·厄兹图纳勒,http://soccer.stats.qq.com/player.htm?type=dejia&t1=165174,184cm,80kg,德国,1996-03-15,
池东沅,http://soccer.stats.qq.com/player.htm?type=dejia&t1=98769,188cm,81kg,韩国,1991-05-28,前卫
罗宾·夸伊森,http://soccer.stats.qq.com/player.htm?type=dejia&t1=103578,183cm,77kg,瑞典,1993-10-09,
简·保罗·博迪斯,http://soccer.stats.qq.com/player.htm?type=dejia&t1=140194,178cm,70kg,荷兰,1994-03-22,
丹尼尔·布罗辛斯基,http://soccer.stats.qq.com/player.htm?type=dejia&t1=49200,178cm,70kg,德国,1988-07-17,
斯特凡·贝尔,http://soccer.stats.qq.com/player.htm?type=dejia&t1=80941,192cm,88kg,Germany,1991-08-24,
罗宾·泽特纳,http://soccer.stats.qq.com/player.htm?type=dejia&t1=192079,194cm,96kg,德国,1994-10-28,
拉尔斯.本德尔,http://soccer.stats.qq.com/player.htm?type=dejia&t1=38117,185cm,81kg,德国,1989-04-27,中场
尤利安·鲍姆加特林格,http://soccer.stats.qq.com/player.htm?type=dejia&t1=48882,184cm,86kg,奥地利,1988-01-02,中场
卡里姆·贝拉拉比,http://soccer.stats.qq.com/player.htm?type=dejia&t1=61583,184cm,81kg,德国,1990-04-08,中场
查尔斯.阿兰吉斯,http://soccer.stats.qq.com/player.htm?type=dejia&t1=83531,171cm,70kg,智利,1989-04-17,中场
凯雷姆·德米尔巴伊,http://soccer.stats.qq.com/player.htm?type=dejia&t1=118890,182cm,72kg,土耳其,1993-07-03,
凯文·福兰德,http://soccer.stats.qq.com/player.htm?type=dejia&t1=85370,178cm,85kg,德国,1992-07-30,
斯文.本德尔,http://soccer.stats.qq.com/player.htm?type=dejia&t1=38118,186cm,80kg,德国,1989-04-27,
