阿兹皮利奎塔,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=41328,178cm,76kg,西班牙,1989-08-28,后卫
马科斯.阿隆索,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=82263,188cm,84kg,西班牙,1990-12-28,
赫克托耳,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=84915,193cm,82kg,,1992-07-19,后卫
安东尼奥·吕迪格,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=102380,190cm,85kg,德国,1993-03-03,后卫
科特·佐马,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=103192,190cm,96kg,法国,1994-10-27,
大卫·赞帕科斯塔,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=105700,185cm,70kg,意大利,1992-06-11,后卫
埃莫森,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=109533,176cm,63kg,巴西,1994-08-03,
巴巴·拉赫曼,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=118335,180cm,72kg,加纳,1994-07-02,
安德烈亚斯·克里斯滕森,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=135363,188cm,78kg,丹麦,1996-04-10,
马特-米亚兹加,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=163793,191cm,84kg,,1995-07-19,
伊坦.安帕杜,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=199598,183cm,78kg,,2000-09-14,
卡瓦列罗,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=20310,186cm,81kg,阿根廷,1981-09-28,
科帕.阿里扎巴拉加,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=109745,189cm,84kg,西班牙,1994-10-03,
詹姆斯.麦克阿瑟,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=50471,178cm,75kg,苏格兰,1987-10-07,
库亚特,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=55037,189cm,83kg,Senegal,1989-12-21,
安德罗斯·汤森,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=60252,181cm,77kg,英格兰,1991-07-16,中场
卢卡·米利沃耶维奇,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=66975,186cm,80kg,塞尔维亚,1991-04-07,
马克斯·迈尔,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=141020,173cm,67kg,德国,1995-09-18,
里德瓦尔德 ,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=173954,182cm,79kg,荷兰,1996-09-09,
本特克,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=54861,190cm,83kg,比利时,1990-12-03,前锋
威克汉姆,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=59125,191cm,90kg,英格兰,1993-03-31,
维尔弗雷德·扎哈,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=82403,180cm,66kg,英格兰,1992-11-10,
斯科特.丹恩,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=19188,188cm,76kg,英格兰,1987-02-14,
马马杜.萨科,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=40784,187cm,83kg,法国,1990-02-13,后卫
詹姆斯.汤姆金斯,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=49413,192cm,74kg,英格兰,1989-03-29,
乔尔-沃德,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=55494,188cm,83kg,英格兰,1989-10-29,
马汀.凯利,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=58786,191cm,77kg,英格兰,1990-04-27,
范安霍尔特,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=74230,176cm,74kg,荷兰,1990-08-29,后卫
杰弗里·施鲁普,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=86417,178cm,72kg,加纳,1992-12-23,后卫
韦恩.亨尼西,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=20066,198cm,90kg,威尔士,1987-01-24,门将
维琴特.帕纳德罗,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=40836,190cm,81kg,西班牙,1987-01-10,
斯蒂芬-亨德森,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=42525,188cm,87kg,爱尔兰,1988-05-02,
摩根·施耐德林,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=42774,181cm,75kg,法国,1989-11-08,中场
詹姆斯.麦卡锡,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=50472,180cm,72kg,爱尔兰,1990-11-12,中场
吉尔菲.西于尔兹松,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=55422,186cm,79kg,冰岛,1989-09-08,中场
伊德里萨.盖耶,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=80801,174cm,66kg,塞内加尔,1989-09-26,
穆罕默德.贝西奇,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=87447,180cm,80kg,波黑,1992-09-10,后卫
伯纳德,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=100649,166cm,57kg,巴西,1992-09-08,中场
